.pl 16959
CisloVydejky;DatumVydeje;CisloOdberatele;NazevOdberatele;CisloKarty;NazevZbozi;MernaJednotka;Rabat;ProdCena;SazbaD;VKart;Vydano;Zisk
--DATA--
00024$;737794$;03911$;Krajská nemocnice Liberec   2211$;5111$;Finish tablety 48ks  All in 1  Max$;ks$;-2.00$;189.15$;21$;5$;4$;365.32
00024$;737794$;03911$;Krajská nemocnice Liberec   2211$;5757$;Koupelny Krystal 750ml MR$;ks$;-2.00$;37.85$;21$;18$;5$;44.40
00025$;737794$;03912$;Krajská nemocnice Liberec   2222$;0180$;Motouz POP  250g  1200 m/kg$;ks$;-2.00$;35.88$;21$;8$;2$;15.76
00025$;737794$;03912$;Krajská nemocnice Liberec   2222$;4132$;Vlhèené dìtské ubrousky Linteo 72ks$;ks$;-2.00$;17.01$;21$;24$;6$;18.66
00025$;737794$;03912$;Krajská nemocnice Liberec   2222$;5111$;Finish tablety 48ks  All in 1  Max$;ks$;-2.00$;189.15$;21$;5$;2$;182.66
00026$;737794$;03892$;Krajská nemocnice Liberec   2231$;1419$;Šampon Primo 500ml Kopøiva Clear$;ks$;-2.00$;13.40$;21$;15$;3$;8.70
00026$;737794$;03892$;Krajská nemocnice Liberec   2231$;1429$;Høeben PLOCHÝ rodinný závìs$;ks$;-2.00$;5.40$;21$;20$;10$;16.50
00026$;737794$;03892$;Krajská nemocnice Liberec   2231$;4132$;Vlhèené dìtské ubrousky Linteo 72ks$;ks$;-2.00$;17.01$;21$;24$;16$;49.76
00026$;737794$;03892$;Krajská nemocnice Liberec   2231$;5975$;GO proti plísni 500ml MR chlorový èistiè$;ks$;-2.00$;27.31$;21$;12$;3$;19.53
00027$;737794$;03913$;Krajská nemocnice Liberec   2233$;1008$;Cleamen 302/402 1l osvìžovaè-neutralizát$;ks$;-2.00$;151.87$;21$;12$;2$;65.52
00027$;737794$;03913$;Krajská nemocnice Liberec   2233$;1303$;WC souprava 4322 bílá prumìr 85mm$;ks$;-2.00$;47.17$;21$;30$;4$;28.64
00027$;737794$;03913$;Krajská nemocnice Liberec   2233$;1532$;Kartáèek na ruce PE s držadlem Kamil$;ks$;-2.00$;10.54$;21$;14$;2$;4.08
00027$;737794$;03913$;Krajská nemocnice Liberec   2233$;3329$;Holicí pìna Insette 250ml Sensitive$;ks$;-2.00$;35.62$;21$;12$;1$;12.72
00028$;737794$;03895$;Krajská nemocnice Liberec   2251$;0351$;Nádobí Jar 450ml Citrón$;ks$;-2.00$;23.84$;21$;21$;4$;24.28
00028$;737794$;03895$;Krajská nemocnice Liberec   2251$;1054$;Osvìžovaè spray Wind 300ml Jap.zahrada$;ks$;-2.00$;21.11$;21$;24$;2$;15.82
00028$;737794$;03895$;Krajská nemocnice Liberec   2251$;1416$;Osvìžovaè spray Wind 300ml Citrus$;ks$;-2.00$;21.11$;21$;24$;2$;15.82
00028$;737794$;03895$;Krajská nemocnice Liberec   2251$;2600$;Houbièka nádobí s drážkou po 1ks 10x7cm$;ks$;-2.00$;2.85$;21$;0$;10$;14.10
00028$;737794$;03895$;Krajská nemocnice Liberec   2251$;2984$;Fixinela 500ml$;ks$;-2.00$;28.21$;21$;21$;2$;20.04
00028$;737794$;03895$;Krajská nemocnice Liberec   2251$;4148$;Real gel chlorax 650g$;ks$;-2.00$;35.99$;21$;16$;1$;16.00
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;0178$;Finish prášek 2,5kg$;ks$;-2.00$;179.20$;21$;6$;2$;175.00
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;0288$;Prášek Eltra 6kg$;ks$;-2.00$;693.11$;21$;0$;1$;74.31
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;0351$;Nádobí Jar 450ml Citrón$;ks$;-2.00$;23.84$;21$;21$;5$;30.35
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;0614$;\o\Leštìnka Real prach 300ml pozor 1ks$;ks$;-2.00$;31.27$;21$;0$;4$;32.48
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;0955$;Písek tekutý REAL 600g jemný bílý/fialov$;ks$;-2.00$;31.54$;21$;20$;5$;57.00
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;2600$;Houbièka nádobí s drážkou po 1ks 10x7cm$;ks$;-2.00$;2.85$;21$;0$;5$;7.05
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;2984$;Fixinela 500ml$;ks$;-2.00$;28.21$;21$;21$;5$;50.10
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;4148$;Real gel chlorax 650g$;ks$;-2.00$;35.99$;21$;16$;5$;80.00
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;4399$;Tekuté mýdlo 500ml Clear Body Aloe$;ks$;-2.00$;20.28$;21$;12$;5$;21.90
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;5337$;Leštìnka Diava 200ml svìtlá$;ks$;-2.00$;30.11$;21$;12$;5$;19.45
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;5757$;Koupelny Krystal 750ml MR$;ks$;-2.00$;37.85$;21$;18$;1$;8.88
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;5783$;Milit myèka èistiè 250ml$;ks$;-2.00$;46.50$;21$;14$;1$;14.58
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;5846$;Osvìžovaè spray Wind 300ml Oceán$;ks$;-2.00$;21.11$;21$;24$;2$;15.82
00029$;737794$;03915$;Krajská nemocnice Liberec   2262$;5860$;Krém Maryna Lux 75ml$;ks$;-2.00$;22.13$;21$;120$;2$;7.66
00030$;737794$;03914$;Krajská nemocnice Liberec   2242$;0180$;Motouz POP  250g  1200 m/kg$;ks$;-2.00$;35.88$;21$;8$;1$;7.88
00030$;737794$;03914$;Krajská nemocnice Liberec   2242$;0203$;Milit myèka sùl 1,5kg$;ks$;-2.00$;38.90$;21$;8$;1$;19.03
00030$;737794$;03914$;Krajská nemocnice Liberec   2242$;0532$;Savo  1,2l original obyè$;ks$;-2.00$;30.46$;21$;6$;2$;14.14
00030$;737794$;03914$;Krajská nemocnice Liberec   2242$;0955$;Písek tekutý REAL 600g jemný bílý/fialov$;ks$;-2.00$;31.54$;21$;20$;1$;11.40
00030$;737794$;03914$;Krajská nemocnice Liberec   2242$;1054$;Osvìžovaè spray Wind 300ml Jap.zahrada$;ks$;-2.00$;21.11$;21$;24$;1$;7.91
00030$;737794$;03914$;Krajská nemocnice Liberec   2242$;1056$;Tekuté mýdlo 5l Vakavo Love Herbal bílé$;kan$;-2.00$;75.10$;21$;0$;1$;20.39
00030$;737794$;03914$;Krajská nemocnice Liberec   2242$;2600$;Houbièka nádobí s drážkou po 1ks 10x7cm$;ks$;-2.00$;2.85$;21$;0$;10$;14.10
00030$;737794$;03914$;Krajská nemocnice Liberec   2242$;2984$;Fixinela 500ml$;ks$;-2.00$;28.21$;21$;21$;2$;20.04
00030$;737794$;03914$;Krajská nemocnice Liberec   2242$;4788$;WC èistiè HIT 750ml Industrial$;ks$;-2.00$;17.47$;21$;12$;2$;12.50
00030$;737794$;03914$;Krajská nemocnice Liberec   2242$;4809$;Nádobí Jar 450ml Teatree sensitive$;ks$;-2.00$;23.84$;21$;21$;2$;12.38
00031$;737794$;03916$;Krajská nemocnice Liberec   2271$;0203$;Milit myèka sùl 1,5kg$;ks$;-2.00$;38.90$;21$;8$;4$;76.12
00031$;737794$;03916$;Krajská nemocnice Liberec   2271$;0351$;Nádobí Jar 450ml Citrón$;ks$;-2.00$;23.84$;21$;21$;6$;36.42
00031$;737794$;03916$;Krajská nemocnice Liberec   2271$;0635$;Konkor 101 300ml støední$;ks$;-2.00$;44.10$;21$;10$;4$;58.80
00031$;737794$;03916$;Krajská nemocnice Liberec   2271$;1056$;Tekuté mýdlo 5l Vakavo Love Herbal bílé$;kan$;-2.00$;75.10$;21$;0$;2$;40.78
00031$;737794$;03916$;Krajská nemocnice Liberec   2271$;2984$;Fixinela 500ml$;ks$;-2.00$;28.21$;21$;21$;10$;100.20
00031$;737794$;03916$;Krajská nemocnice Liberec   2271$;4809$;Nádobí Jar 450ml Teatree sensitive$;ks$;-2.00$;23.84$;21$;21$;6$;37.14
00031$;737794$;03916$;Krajská nemocnice Liberec   2271$;5757$;Koupelny Krystal 750ml MR$;ks$;-2.00$;37.85$;21$;18$;10$;88.80
00031$;737794$;03916$;Krajská nemocnice Liberec   2271$;5758$;Krystal Sanan 1l Klasik dezinf.bez vùnì$;ks$;-2.00$;24.01$;21$;12$;10$;70.80
00031$;737794$;03916$;Krajská nemocnice Liberec   2271$;5783$;Milit myèka èistiè 250ml$;ks$;-2.00$;46.50$;21$;14$;5$;72.90
00031$;737794$;03916$;Krajská nemocnice Liberec   2271$;5975$;GO proti plísni 500ml MR chlorový èistiè$;ks$;-2.00$;27.31$;21$;12$;10$;65.10
00032$;737794$;03917$;Krajská nemocnice Liberec   2272$;0351$;Nádobí Jar 450ml Citrón$;ks$;-2.00$;23.84$;21$;21$;2$;12.14
00032$;737794$;03917$;Krajská nemocnice Liberec   2272$;1054$;Osvìžovaè spray Wind 300ml Jap.zahrada$;ks$;-2.00$;21.11$;21$;24$;4$;31.64
00032$;737794$;03917$;Krajská nemocnice Liberec   2272$;2600$;Houbièka nádobí s drážkou po 1ks 10x7cm$;ks$;-2.00$;2.85$;21$;0$;5$;7.05
00032$;737794$;03917$;Krajská nemocnice Liberec   2272$;2984$;Fixinela 500ml$;ks$;-2.00$;28.21$;21$;21$;2$;20.04
00033$;737794$;03918$;Krajská nemocnice Liberec   2274$;0180$;Motouz POP  250g  1200 m/kg$;ks$;-2.00$;35.88$;21$;8$;2$;15.76
00033$;737794$;03918$;Krajská nemocnice Liberec   2274$;0351$;Nádobí Jar 450ml Citrón$;ks$;-2.00$;23.84$;21$;21$;1$;6.07
00033$;737794$;03918$;Krajská nemocnice Liberec   2274$;1056$;Tekuté mýdlo 5l Vakavo Love Herbal bílé$;kan$;-2.00$;75.10$;21$;0$;1$;20.39
00033$;737794$;03918$;Krajská nemocnice Liberec   2274$;1464$;Nádobí Lena Industrial 5kg$;kan$;-2.00$;51.98$;21$;0$;1$;15.98
00033$;737794$;03918$;Krajská nemocnice Liberec   2274$;1586$;Hadr na podlahu bílý Aratex 2 50x60cm$;ks$;-2.00$;9.05$;21$;50$;2$;6.80
00033$;737794$;03918$;Krajská nemocnice Liberec   2274$;2600$;Houbièka nádobí s drážkou po 1ks 10x7cm$;ks$;-2.00$;2.85$;21$;0$;10$;14.10
00033$;737794$;03918$;Krajská nemocnice Liberec   2274$;2984$;Fixinela 500ml$;ks$;-2.00$;28.21$;21$;21$;3$;30.06
00033$;737794$;03918$;Krajská nemocnice Liberec   2274$;4148$;Real gel chlorax 650g$;ks$;-2.00$;35.99$;21$;16$;3$;48.00
00033$;737794$;03918$;Krajská nemocnice Liberec   2274$;5846$;Osvìžovaè spray Wind 300ml Oceán$;ks$;-2.00$;21.11$;21$;24$;2$;15.82
00034$;737794$;03930$;Krajská nemocnice Liberec   2275$;2451$;Dávkovaè mýdla 500ml bílý CN$;ks$;-2.00$;203.19$;21$;24$;1$;68.56
00034$;737794$;03930$;Krajská nemocnice Liberec   2275$;2984$;Fixinela 500ml$;ks$;-2.00$;28.21$;21$;21$;2$;20.04
00035$;737794$;03924$;Krajská nemocnice Liberec   2276$;0180$;Motouz POP  250g  1200 m/kg$;ks$;-2.00$;35.88$;21$;8$;4$;31.52
00035$;737794$;03924$;Krajská nemocnice Liberec   2276$;0351$;Nádobí Jar 450ml Citrón$;ks$;-2.00$;23.84$;21$;21$;4$;24.28
00035$;737794$;03924$;Krajská nemocnice Liberec   2276$;0459$;Kartáèek na ruce PE jednostranný 3105/1$;ks$;-2.00$;11.40$;21$;10$;25$;51.00
00035$;737794$;03924$;Krajská nemocnice Liberec   2276$;0955$;Písek tekutý REAL 600g jemný bílý/fialov$;ks$;-2.00$;31.54$;21$;20$;4$;45.60
00035$;737794$;03924$;Krajská nemocnice Liberec   2276$;1056$;Tekuté mýdlo 5l Vakavo Love Herbal bílé$;kan$;-2.00$;75.10$;21$;0$;2$;40.78
00035$;737794$;03924$;Krajská nemocnice Liberec   2276$;1303$;WC souprava 4322 bílá prumìr 85mm$;ks$;-2.00$;47.17$;21$;30$;4$;28.64
00035$;737794$;03924$;Krajská nemocnice Liberec   2276$;2600$;Houbièka nádobí s drážkou po 1ks 10x7cm$;ks$;-2.00$;2.85$;21$;0$;10$;14.10
00036$;737794$;03919$;Krajská nemocnice Liberec   2312$;0387$;Okna Iron 500ml industrial$;ks$;-2.00$;11.67$;21$;8$;5$;9.85
00036$;737794$;03919$;Krajská nemocnice Liberec   2312$;0955$;Písek tekutý REAL 600g jemný bílý/fialov$;ks$;-2.00$;31.54$;21$;20$;2$;22.80
00036$;737794$;03919$;Krajská nemocnice Liberec   2312$;1416$;Osvìžovaè spray Wind 300ml Citrus$;ks$;-2.00$;21.11$;21$;24$;2$;15.82
00036$;737794$;03919$;Krajská nemocnice Liberec   2312$;5846$;Osvìžovaè spray Wind 300ml Oceán$;ks$;-2.00$;21.11$;21$;24$;2$;15.82
00037$;737794$;03921$;Krajská nemocnice Liberec   2342$;1056$;Tekuté mýdlo 5l Vakavo Love Herbal bílé$;kan$;-2.00$;75.10$;21$;0$;2$;40.78
00037$;737794$;03921$;Krajská nemocnice Liberec   2342$;1208$;Mop NN bavlnìný prováz. jemný závit 160g$;ks$;-2.00$;31.58$;21$;50$;4$;16.40
00037$;737794$;03921$;Krajská nemocnice Liberec   2342$;4148$;Real gel chlorax 650g$;ks$;-2.00$;35.99$;21$;16$;3$;48.00
00037$;737794$;03921$;Krajská nemocnice Liberec   2342$;4397$;Gumové rukavice DOVOZ è.7-7,5/M      /12$;pár$;-2.00$;9.33$;21$;240$;5$;7.65
00037$;737794$;03921$;Krajská nemocnice Liberec   2342$;5111$;Finish tablety 48ks  All in 1  Max$;ks$;-2.00$;189.15$;21$;5$;2$;182.66
00037$;737794$;03921$;Krajská nemocnice Liberec   2342$;5846$;Osvìžovaè spray Wind 300ml Oceán$;ks$;-2.00$;21.11$;21$;24$;6$;47.46
00038$;737794$;03922$;Krajská nemocnice Liberec   2351$;0203$;Milit myèka sùl 1,5kg$;ks$;-2.00$;38.90$;21$;8$;1$;19.03
00038$;737794$;03922$;Krajská nemocnice Liberec   2351$;4148$;Real gel chlorax 650g$;ks$;-2.00$;35.99$;21$;16$;1$;16.00
00038$;737794$;03922$;Krajská nemocnice Liberec   2351$;4399$;Tekuté mýdlo 500ml Clear Body Aloe$;ks$;-2.00$;20.28$;21$;12$;4$;17.52
00038$;737794$;03922$;Krajská nemocnice Liberec   2351$;4809$;Nádobí Jar 450ml Teatree sensitive$;ks$;-2.00$;23.84$;21$;21$;2$;12.38
00038$;737794$;03922$;Krajská nemocnice Liberec   2351$;5757$;Koupelny Krystal 750ml MR$;ks$;-2.00$;37.85$;21$;18$;2$;17.76
00038$;737794$;03922$;Krajská nemocnice Liberec   2351$;5783$;Milit myèka èistiè 250ml$;ks$;-2.00$;46.50$;21$;14$;1$;14.58
00039$;737794$;03758$;Krajská nemocnice Liberec   2352$;4399$;Tekuté mýdlo 500ml Clear Body Aloe$;ks$;-2.00$;20.28$;21$;12$;5$;21.90
00039$;737794$;03758$;Krajská nemocnice Liberec   2352$;4809$;Nádobí Jar 450ml Teatree sensitive$;ks$;-2.00$;23.84$;21$;21$;2$;12.38
00040$;737794$;05664$;Krajská nemocnice Liberec   2353$;0178$;Finish prášek 2,5kg$;ks$;-2.00$;179.20$;21$;6$;3$;262.50
00040$;737794$;05664$;Krajská nemocnice Liberec   2353$;3329$;Holicí pìna Insette 250ml Sensitive$;ks$;-2.00$;35.62$;21$;12$;20$;254.40
00040$;737794$;05664$;Krajská nemocnice Liberec   2353$;0948$;Voda po holení Windsor 100ml$;ks$;-2.00$;26.98$;21$;10$;9$;24.57
00040$;737794$;05664$;Krajská nemocnice Liberec   2353$;1171$;Kartáè zkumavka 14 2522/726$;ks$;-2.00$;18.14$;21$;10$;6$;16.14
00041$;737794$;03923$;Krajská nemocnice Liberec   2362P7A$;0178$;Finish prášek 2,5kg$;ks$;-2.00$;179.20$;21$;6$;1$;87.50
00041$;737794$;03923$;Krajská nemocnice Liberec   2362P7A$;1056$;Tekuté mýdlo 5l Vakavo Love Herbal bílé$;kan$;-2.00$;75.10$;21$;0$;1$;20.39
00042$;737794$;03925$;Krajská nemocnice Liberec   2412$;0180$;Motouz POP  250g  1200 m/kg$;ks$;-2.00$;35.88$;21$;8$;2$;15.76
00042$;737794$;03925$;Krajská nemocnice Liberec   2412$;0351$;Nádobí Jar 450ml Citrón$;ks$;-2.00$;23.84$;21$;21$;6$;36.42
00042$;737794$;03925$;Krajská nemocnice Liberec   2412$;1056$;Tekuté mýdlo 5l Vakavo Love Herbal bílé$;kan$;-2.00$;75.10$;21$;0$;1$;20.39
00042$;737794$;03925$;Krajská nemocnice Liberec   2412$;2600$;Houbièka nádobí s drážkou po 1ks 10x7cm$;ks$;-2.00$;2.85$;21$;0$;10$;14.10
00042$;737794$;03925$;Krajská nemocnice Liberec   2412$;2984$;Fixinela 500ml$;ks$;-2.00$;28.21$;21$;21$;4$;40.08
00042$;737794$;03925$;Krajská nemocnice Liberec   2412$;5111$;Finish tablety 48ks  All in 1  Max$;ks$;-2.00$;189.15$;21$;5$;1$;91.33
00042$;737794$;03925$;Krajská nemocnice Liberec   2412$;5783$;Milit myèka èistiè 250ml$;ks$;-2.00$;46.50$;21$;14$;1$;14.58
00043$;737794$;03926$;Krajská nemocnice Liberec   2422$;0178$;Finish prášek 2,5kg$;ks$;-2.00$;179.20$;21$;6$;1$;87.50
00043$;737794$;03926$;Krajská nemocnice Liberec   2422$;0351$;Nádobí Jar 450ml Citrón$;ks$;-2.00$;23.84$;21$;21$;2$;12.14
00043$;737794$;03926$;Krajská nemocnice Liberec   2422$;0387$;Okna Iron 500ml industrial$;ks$;-2.00$;11.67$;21$;8$;2$;3.94
