.pl 16959
CisloVydejky;DatumVydeje;CisloOdberatele;NazevOdberatele;CisloKarty;NazevZbozi;MernaJednotka;Rabat;ProdCena;SazbaD;VKart;Vydano;Zisk
--DATA--
00013$;737794$;00732$;ACL Anodizing s.r.o.$;3227$;Hadr ABRAS zelená nylon 10x14cm      /10$;ks$;-8.00$;3.07$;21$;10$;5$;3.85
00013$;737794$;00732$;ACL Anodizing s.r.o.$;6004$;Hadr na podlahu PETR 50x60cm menší$;ks$;-8.00$;8.36$;21$;140$;5$;11.10
00013$;737794$;00732$;ACL Anodizing s.r.o.$;5750$;Houbièka nadobí po 10ks 8x5x2.5cm$;tyè$;-8.00$;7.41$;21$;48$;1$;2.06
00013$;737794$;00732$;ACL Anodizing s.r.o.$;2295$;Okna Krystal 5l$;kan$;-8.00$;114.75$;21$;0$;5$;148.75
00013$;737794$;00732$;ACL Anodizing s.r.o.$;5888$;Smeták PE závit hrubý+hùl 120cm Viktoria$;ks$;-8.00$;38.73$;21$;24$;2$;24.64
00013$;737794$;00732$;ACL Anodizing s.r.o.$;1823$;Souprava smetáèek+lopatka Perfekt/2010$;ks$;-8.00$;25.44$;21$;24$;2$;15.10
00013$;737794$;00732$;ACL Anodizing s.r.o.$;2102$;Tekuté mýdlo 5l Clear Body Natural/Blue$;kan$;-8.00$;45.40$;21$;0$;10$;185.00
00013$;737794$;00732$;ACL Anodizing s.r.o.$;0943$;Univerzal Krystal   5l modrý$;kan$;-8.00$;82.73$;21$;0$;10$;213.50
00013$;737794$;00732$;ACL Anodizing s.r.o.$;0177$;WC èistiè Domestos 5l$;kan$;-8.00$;177.62$;21$;4$;2$;118.10
00013$;737794$;00732$;ACL Anodizing s.r.o.$;4788$;WC èistiè HIT 750ml Industrial$;ks$;-8.00$;16.31$;21$;12$;5$;25.45
00013$;737794$;00732$;ACL Anodizing s.r.o.$;1176$;WC kartáè toèený 1023 PH$;ks$;-8.00$;41.32$;21$;10$;2$;22.00
00014$;737794$;07613$;WIEDEN s.r.o.$;1954$;Houbièka nádobí s drážkou po 10ks 10x7cm$;tyè$;-8.00$;21.50$;21$;50$;10$;70.60
00014$;737794$;07613$;WIEDEN s.r.o.$;5230$;Papírové ruèníky role 3vr Tris 26cm/500u$;rol$;-8.00$;178.37$;21$;2$;40$;1866.40
00014$;737794$;07613$;WIEDEN s.r.o.$;4263$;Papírové ruèníky ZZ 2vr Harm.1614 rec150$;ks$;-8.00$;14.85$;21$;20$;100$;340.00
00014$;737794$;07613$;WIEDEN s.r.o.$;1797$;Pytle 120L/60mi 70x110cm role-20ks modrá$;rol$;-8.00$;63.48$;21$;10$;20$;333.60
00014$;737794$;07613$;WIEDEN s.r.o.$;0704$;Pytle  30L/40mi 50x60cm role-25ks èerná$;rol$;-8.00$;25.47$;21$;20$;40$;328.80
00014$;737794$;07613$;WIEDEN s.r.o.$;0171$;Somat do myèky sùl 1.5kg$;ks$;-8.00$;50.76$;21$;8$;2$;35.70
00014$;737794$;07613$;WIEDEN s.r.o.$;2365$;Tekuté mýdlo 500ml Clear Body Oceán$;Ks$;-8.00$;21.47$;21$;12$;24$;133.68
00014$;737794$;07613$;WIEDEN s.r.o.$;4536$;Toaletní papír 3vrs.150 Tento Aqua     4$;rol$;-8.00$;6.03$;21$;56$;56$;103.60
00014$;737794$;07613$;WIEDEN s.r.o.$;3309$;Toaletní papír Gigant 2vrs.190 Harm/7360$;rol$;-8.00$;22.32$;21$;12$;24$;139.68
00014$;737794$;07613$;WIEDEN s.r.o.$;2205$;Toaletní papír Gigant 2vrs.280 Harm/7366$;rol$;-8.00$;49.11$;21$;6$;12$;154.92
00014$;737794$;07613$;WIEDEN s.r.o.$;5730$;Utìrka houbová 3ks Betty 16x18cm     /24$;bal$;-8.00$;11.87$;21$;288$;10$;31.40
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;1584$;Benzín technický 700ml$;ks$;-8.00$;60.57$;21$;8$;1$;16.06
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;2416$;Hadr na podlahu PETR 60x70cm oranžový$;ks$;-8.00$;12.40$;21$;100$;20$;68.40
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;4074$;Hadr na podlahu tkaný Venda 60x60cm$;ks$;-8.00$;22.67$;21$;50$;50$;288.00
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;1954$;Houbièka nádobí s drážkou po 10ks 10x7cm$;tyè$;-8.00$;21.50$;21$;50$;4$;28.24
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;1086$;Krém na ruce Indulona mìsíèková 100g  /5$;ks$;-8.00$;28.74$;21$;25$;25$;219.50
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;4265$;Oprašovák tøíbarevný$;ks$;-8.00$;17.28$;21$;100$;1$;4.78
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;3607$;Papírové ruèníky ZZ 2vr 1193 celuloz 150$;ks$;-8.00$;20.08$;21$;20$;200$;1066.00
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;0757$;Páska lepící transparentní 48x60 Manuli$;ks$;-8.00$;13.98$;21$;36$;6$;24.54
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;1735$;Potravináøská folie MAXI 30*300m prum.38$;ks$;-8.00$;54.70$;21$;4$;1$;15.04
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;3555$;Prášek Ariel 20/18dávek Mountain$;ks$;-8.00$;90.95$;21$;10$;4$;145.36
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;0446$;Pytle 120L/60mi 70x110cm role-20ks èerná$;rol$;-8.00$;63.48$;21$;10$;4$;66.72
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;0347$;Øedidlo nitro 700ml C6000$;ks$;-8.00$;44.23$;21$;8$;1$;11.73
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;3672$;Rozprašovaè + láhev 500ml Cormen$;ks$;-8.00$;23.21$;21$;12$;12$;75.12
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;1871$;Rukavice igelitové jednoráz.100ks pánské$;bal$;-8.00$;14.19$;21$;100$;10$;57.90
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;5970$;Sáèky do koše 35l 50x60 /6mi 50ks èerné$;rol$;-8.00$;10.70$;21$;40$;10$;28.00
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;0532$;Savo  1,2l original obyè$;ks$;-8.00$;35.04$;21$;6$;30$;349.50
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;0542$;Savo plíseò MR 500ml$;ks$;-8.00$;53.84$;21$;20$;3$;43.68
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;5038$;Toaletní papír Gigant 1vrs.190mm CLASSIC$;rol$;-8.00$;10.21$;21$;6$;60$;156.60
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;0943$;Univerzal Krystal   5l modrý$;kan$;-8.00$;82.73$;21$;0$;3$;64.05
00059$;737794$;00955$;ZŠ Oblaèná Liberec$;2223$;Utìrka houbová 3ks SPOKAR 15x18cm    /24$;bal$;-8.00$;23.95$;21$;192$;20$;123.80
00082$;737795$;00372$;BMTO GROUP a.s.$;3695$;Mop NN mikro Quick Max plochý$;ks$;-8.00$;171.45$;21$;12$;6$;266.70
00082$;737795$;00372$;BMTO GROUP a.s.$;0332$;Osvìžovaè Gel Glade Citrus kvìty 150g$;ks$;-8.00$;46.57$;21$;8$;2$;35.06
00082$;737795$;00372$;BMTO GROUP a.s.$;1014$;Osvìžovaè spray Glade 300ml Vùnì èistoty$;ks$;-8.00$;51.59$;21$;12$;2$;44.20
00082$;737795$;00372$;BMTO GROUP a.s.$;2205$;Toaletní papír Gigant 2vrs.280 Harm/7366$;rol$;-8.00$;49.11$;21$;6$;12$;154.92
00082$;737795$;00372$;BMTO GROUP a.s.$;5963$;WC èistiè Hit 750g gelový dezinfekèní$;ks$;-8.00$;27.62$;21$;12$;12$;196.80
00084$;737796$;00372$;BMTO GROUP a.s.$;5894$;Papírové kuch.role 18m Tento Maxi 2ks$;bal$;-8.00$;28.35$;21$;12$;24$;178.80
00084$;737796$;00372$;BMTO GROUP a.s.$;0681$;Sáèky PACLAN vel.6 9x18x35cm 1000ks$;ks$;-8.00$;151.69$;21$;10$;1$;39.69
00084$;737796$;00372$;BMTO GROUP a.s.$;4536$;Toaletní papír 3vrs.150 Tento Aqua     4$;rol$;-8.00$;6.03$;21$;56$;56$;103.60
00084$;737796$;00372$;BMTO GROUP a.s.$;1423$;Hrablo na sníh PE 50cm + hliník.hùl Ergo$;ks$;-8.00$;332.10$;21$;10$;5$;410.50
00084$;737796$;00372$;BMTO GROUP a.s.$;0150$;Sùl posypová 50kg$;pyt$;-8.00$;228.25$;21$;0$;6$;484.62
00086$;737796$;00530$;VÚTS,a.s.$;0164$;Rukavice celokožené Heron/Astar è.10$;pár$;-8.00$;61.14$;21$;120$;24$;389.04
00086$;737796$;00530$;VÚTS,a.s.$;3134$;Rukavice kùže kom.Magpie LZ/Falco è.10$;pár$;-8.00$;34.02$;21$;60$;24$;211.68
00086$;737796$;00530$;VÚTS,a.s.$;0132$;Rukavice sváøecí MERLIN è.11$;pár$;-8.00$;51.95$;21$;12$;5$;68.10
00086$;737796$;00530$;VÚTS,a.s.$;4075$;Rukavice Technik *** èervené è.10$;par$;-8.00$;53.72$;21$;12$;24$;382.08
00088$;737797$;02728$;WMA - Glass s.r.o.$;0292$;Líh technický 9l$;kan$;-8.00$;542.38$;21$;0$;5$;719.05
00091$;737797$;00054$;AUTOSPORT KUÈERA s.r.o.$;3661$;Destilovaná voda 5l$;kan$;-8.00$;29.48$;21$;0$;8$;59.84
00091$;737797$;00054$;AUTOSPORT KUÈERA s.r.o.$;5282$;Dezinfekèní pøípravek na ruce 1l bezopl.$;ks$;-8.00$;68.90$;21$;8$;8$;157.68
00091$;737797$;00054$;AUTOSPORT KUÈERA s.r.o.$;0327$;Písek tekutý REAL 600g Klasik modrý$;ks$;-8.00$;26.16$;21$;18$;18$;127.08
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;1582$;Cleamen 220 1l nerez$;ks$;-8.00$;135.95$;21$;12$;1$;35.65
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;1954$;Houbièka nádobí s drážkou po 10ks 10x7cm$;tyè$;-8.00$;21.50$;21$;50$;5$;35.30
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;4196$;Hùl teleskop 300cm ALU + redukce Spokar$;ks$;-8.00$;77.32$;21$;24$;1$;20.05
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;0929$;Isofa/Vakavo pasta na ruc ECO 500g green$;ks$;-8.00$;15.81$;21$;12$;24$;103.44
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;3052$;Krém na ruce Isolda 100ml Heømánek hojiv$;ks$;-8.00$;13.67$;21$;25$;5$;17.70
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;2786$;Krém na ruce Isolda 100ml keratin+mandl.$;ks$;-8.00$;19.18$;21$;25$;5$;24.85
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;4462$;Krém na ruce Isolda 100ml konopí+pup.ole$;ks$;-8.00$;14.94$;21$;25$;5$;20.55
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;3005$;Krém na ruce Isolda 100ml mìsíèek$;ks$;-8.00$;14.91$;21$;25$;5$;20.45
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;2173$;Krém na ruce Isolda 100ml šalvìj antibak$;ks$;-8.00$;19.20$;21$;25$;5$;24.90
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;3274$;Kuchynì Savo MR 500ml$;ks$;-8.00$;37.39$;21$;12$;2$;25.50
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;0400$;Mio  600g$;ks$;-8.00$;26.51$;21$;18$;12$;84.84
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;0898$;Mýdlo Lux mix 85g po záruce$;ks$;-8.00$;7.15$;21$;0$;24$;27.12
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;4075$;Rukavice Technik *** èervené è.10$;par$;-8.00$;53.72$;21$;12$;36$;573.12
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;5972$;Sáèky do koše 60l 60x80 /15mi zatah.10ZE$;rol$;-8.00$;16.24$;21$;50$;10$;43.40
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;5777$;Stìrka okno + rozmývák DUO 45cm$;ks$;-8.00$;476.93$;21$;0$;1$;131.93
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;1056$;Tekuté mýdlo 5l Vakavo Love Herbal bílé$;kan$;-8.00$;73.86$;21$;0$;1$;19.15
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;3289$;WC èistiè Domestos 750ml Atlantic modrý$;ks$;-8.00$;32.30$;21$;20$;1$;10.24
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;5108$;WC èistiè Domestos 750ml vod.kámen$;ks$;-8.00$;34.44$;21$;12$;1$;12.20
00092$;737798$;01909$;Frydlanske strojirny Rasl a Syn a.s$;4268$;\o\Valeèek Velur mini 60mm 6705197200$;ks$;-8.00$;11.49$;21$;10$;100$;294.00
00093$;737798$;00433$;Teplárna Liberec, a.s.$;0400$;Mio  600g$;ks$;-8.00$;26.51$;21$;18$;72$;509.04
00093$;737798$;00433$;Teplárna Liberec, a.s.$;0607$;Utìrka UNI Petr 38x38cm 110g modrá$;ks$;-8.00$;3.14$;21$;440$;20$;20.40
00093$;737798$;00433$;Teplárna Liberec, a.s.$;4098$;Pytle 120L/80mi 70x110cm role-15ks èerné$;rol$;-8.00$;67.33$;21$;10$;7$;126.91
00093$;737798$;00433$;Teplárna Liberec, a.s.$;4809$;Nádobí Jar 450ml Teatree sensitive$;ks$;-8.00$;24.36$;21$;21$;42$;281.82
00093$;737798$;00433$;Teplárna Liberec, a.s.$;3858$;Lopatka plechová velká  24x23cm modrá /6$;ks$;-8.00$;43.45$;21$;0$;5$;57.85
00093$;737798$;00433$;Teplárna Liberec, a.s.$;4313$;Šampon Palmolive 350ml lupy Men$;ks$;-8.00$;45.06$;21$;12$;24$;282.24
00093$;737798$;00433$;Teplárna Liberec, a.s.$;1954$;Houbièka nádobí s drážkou po 10ks 10x7cm$;tyè$;-8.00$;21.50$;21$;50$;5$;35.30
00095$;737798$;08959$;ZŠ TGM a MŠ Mladá Boleslav$;2984$;Fixinela 500ml$;ks$;-8.00$;26.10$;21$;21$;8$;63.28
00095$;737798$;08959$;ZŠ TGM a MŠ Mladá Boleslav$;1653$;Papírové ruèníky ZZ 1vr Cerepa 250 zelen$;ks$;-8.00$;10.80$;21$;20$;80$;296.00
00095$;737798$;08959$;ZŠ TGM a MŠ Mladá Boleslav$;5106$;Savo  1,2l Prim s vùní- Svìží$;ks$;-8.00$;37.03$;21$;6$;18$;236.16
00096$;737798$;08959$;ZŠ TGM a MŠ Mladá Boleslav$;2984$;Fixinela 500ml$;ks$;-8.00$;26.10$;21$;21$;10$;79.10
00096$;737798$;08959$;ZŠ TGM a MŠ Mladá Boleslav$;3837$;Krystal 750ml MR UNI dezinfekce bez chlo$;ks$;-8.00$;57.40$;21$;18$;10$;158.10
00096$;737798$;08959$;ZŠ TGM a MŠ Mladá Boleslav$;3738$;WC èistiè Dr.Devil 750ml Polar agua$;ks$;-8.00$;24.73$;21$;16$;8$;50.08
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;3221$;Aviváž Coccolino 1,8l Blue$;ks$;-8.00$;62.05$;21$;6$;1$;15.15
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;4803$;Aviváž Lenor 0,925l /31dávek Summer$;ks$;-8.00$;47.23$;21$;12$;1$;15.15
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;1492$;Finish lesk 400ml$;ks$;-8.00$;68.49$;21$;12$;2$;38.96
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;5313$;Finish tablety 100ks Powerball Classic$;ks$;-8.00$;196.28$;21$;4$;2$;138.56
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;1586$;Hadr na podlahu bílý Aratex 2 50x60cm$;ks$;-8.00$;8.35$;21$;50$;2$;5.40
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;2864$;Hadr na podlahu bílý MAXI Aratex 50x90cm$;ks$;-8.00$;11.87$;21$;50$;2$;9.84
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;5750$;Houbièka nadobí po 10ks 8x5x2.5cm$;tyè$;-8.00$;7.41$;21$;48$;10$;20.60
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;0728$;Louh hydroxid sodný 1kg$;ks$;-8.00$;37.29$;21$;8$;4$;41.16
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;2236$;Mop KOMPLET s holí hnìdý pásky$;ks$;-8.00$;160.15$;21$;36$;2$;83.04
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;1501$;Møížka do pisoáru*Wave* Cotton Blos.modr$;ks$;-8.00$;72.77$;21$;100$;10$;262.70
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;6009$;Papírové ruèníky ZZ 1vr zelené$;kar$;-8.00$;205.20$;21$;0$;2$;126.40
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;2395$;Písek tekutý Cif 500ml/720g citrus$;ks$;-8.00$;31.16$;21$;8$;8$;84.88
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;2944$;Prací gel Ariel 1,1l /20dávek Color$;ks$;-8.00$;94.95$;21$;4$;1$;37.60
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;5829$;Prací tablety Ariel 14ks Mountain$;ks$;-8.00$;92.29$;21$;6$;2$;53.62
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;4098$;Pytle 120L/80mi 70x110cm role-15ks èerné$;rol$;-8.00$;67.33$;21$;10$;20$;362.60
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;2951$;Rukavice latex jednor.100ks L nepudr9012$;kra$;-8.00$;304.29$;21$;10$;3$;236.67
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;3168$;Rukavice latex jednor.100Ks S nepudr9012$;kra$;-8.00$;304.25$;21$;10$;3$;383.55
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;5888$;Smeták PE závit hrubý+hùl 120cm Viktoria$;ks$;-8.00$;38.73$;21$;24$;2$;24.64
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;0171$;Somat do myèky sùl 1.5kg$;ks$;-8.00$;50.76$;21$;8$;2$;35.70
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;5779$;Tekuté mýdlo 500ml Antibakterialní Riva$;ks$;-8.00$;30.26$;21$;15$;30$;310.80
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;0317$;Tekuté mýdlo 5l Antibakter. Riva$;kan$;-8.00$;97.04$;21$;0$;5$;153.15
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;2528$;Toaletní papír 2vrs.160 Perfex+ bílý 18m$;rol$;-8.00$;4.20$;21$;80$;800$;920.00
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;1773$;Utìrka UNI BAL/PETR 32x38cm rùžová$;ks$;-8.00$;2.70$;21$;750$;40$;36.00
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;0999$;Utìrka UNI Petr 34x38cm 110g zelená$;ks$;-8.00$;3.14$;21$;500$;40$;40.80
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;1877$;WC èistiè Duck 750ml Ultra gel modrý$;ks$;-8.00$;40.07$;21$;12$;36$;463.32
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;3006$;WC èistiè Duck 750ml Ultra gel zele/Jarn$;ks$;-8.00$;40.08$;21$;12$;24$;309.36
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;0779$;WC závìs Bref 4koule Ocean 51g$;ks$;-8.00$;29.02$;21$;10$;50$;539.00
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;0230$;Sáèky do koše 30l 50x60 /10mi 50ks èerné$;rol$;-8.00$;22.96$;21$;20$;40$;278.40
00097$;737798$;00247$;Mìsto Hrádek nad Nisou$;2724$;Rukavice latex jednorázové 100ks S pudro$;kra$;-8.00$;287.30$;21$;10$;2$;198.60
00098$;737798$;03393$;Základní škola a Mateøská škola$;2886$;Benzín technický 420ml malý$;ks$;-8.00$;41.85$;21$;12$;2$;21.70
00098$;737798$;03393$;Základní škola a Mateøská škola$;1605$;Dezinfekèní gel na ruce 3l bezoplachový$;kan$;-8.00$;213.01$;21$;0$;3$;186.66
00098$;737798$;03393$;Základní škola a Mateøská škola$;5281$;Dezinfekèní pøípravek na ruce 3l bezopl.$;kan$;-8.00$;183.05$;21$;0$;6$;316.02
00098$;737798$;03393$;Základní škola a Mateøská škola$;3596$;Koš výklopný  7L kulatý Oskar 29x18cm$;ks$;-8.00$;48.70$;21$;8$;4$;51.20
00098$;737798$;03393$;Základní škola a Mateøská škola$;4748$;Krystal dezinfekce podlah 5l bezchloru$;kan$;-8.00$;181.73$;21$;0$;3$;158.67
00098$;737798$;03393$;Základní škola a Mateøská škola$;3777$;Krystal Sanan 5l dezinf. +plísnì s vuní$;kan$;-8.00$;97.31$;21$;0$;2$;50.46
00098$;737798$;03393$;Základní škola a Mateøská škola$;1594$;Milit CFU  5L na podlahy pìnivý$;kan$;-8.00$;93.58$;21$;0$;2$;57.16
00098$;737798$;03393$;Základní škola a Mateøská škola$;2889$;Mop KOMPLET VILEDA Wring Turbo rotaèní$;ks$;-8.00$;844.60$;21$;0$;1$;218.97
00098$;737798$;03393$;Základní škola a Mateøská škola$;4083$;Mop NN bavlnìný Speedy 50cm uni 2x jazyk$;ks$;-8.00$;89.28$;21$;50$;5$;158.15
00098$;737798$;03393$;Základní škola a Mateøská škola$;4628$;Møížka do pisoáru*Wave* Mango oranž$;ks$;-8.00$;72.77$;21$;100$;20$;525.40
00098$;737798$;03393$;Základní škola a Mateøská škola$;1180$;Mýdlový èistiè Krystal 5L vèelí vosk$;kan$;-8.00$;138.21$;21$;0$;1$;36.89
00098$;737798$;03393$;Základní škola a Mateøská škola$;0352$;Nádobí Jar 900ml Citron$;ks$;-8.00$;39.43$;21$;12$;48$;574.08
00098$;737798$;03393$;Základní škola a Mateøská škola$;4924$;Papírové ruèníky role 2vr PK Maxi 7372$;rol$;-8.00$;63.18$;21$;6$;72$;1179.36
00098$;737798$;03393$;Základní škola a Mateøská škola$;2564$;Papírové ruèníky ZZ 1vr Cerepa 250 šedá$;ks$;-8.00$;10.77$;21$;20$;60$;184.20
00098$;737798$;03393$;Základní škola a Mateøská škola$;0327$;Písek tekutý REAL 600g Klasik modrý$;ks$;-8.00$;26.16$;21$;18$;36$;254.16
00098$;737798$;03393$;Základní škola a Mateøská škola$;3234$;Sáèky do koše 35l 50x60 /7mi 50k TopStar$;rol$;-8.00$;12.01$;21$;50$;20$;80.20
00098$;737798$;03393$;Základní škola a Mateøská škola$;3072$;Sáèky do koše 60l 63x74 /7mi 50ks èerný$;rol$;-8.00$;17.64$;21$;40$;20$;107.00
00098$;737798$;03393$;Základní škola a Mateøská škola$;4262$;Sáèky do koše 70l 60x80/ 40mi 10ks modré$;rol$;-8.00$;22.14$;21$;25$;10$;57.40
00098$;737798$;03393$;Základní škola a Mateøská škola$;3416$;Sanytol dezinfekce univerzální 500ml MR$;ks$;-8.00$;70.51$;21$;12$;12$;252.60
00098$;737798$;03393$;Základní škola a Mateøská škola$;0537$;Savo  4kg kanystr$;kan$;-8.00$;111.53$;21$;0$;4$;139.00
00098$;737798$;03393$;Základní škola a Mateøská škola$;2801$;Savo Bezchlorová dezinfekce spray 700ml$;ks$;-8.00$;51.78$;21$;12$;12$;171.60
00098$;737798$;03393$;Základní škola a Mateøská škola$;0542$;Savo plíseò MR 500ml$;ks$;-8.00$;53.84$;21$;20$;10$;145.60
00098$;737798$;03393$;Základní škola a Mateøská škola$;2434$;Somat do myèky tablety 72ks Gold$;ks$;-8.00$;314.29$;21$;4$;2$;159.58
00098$;737798$;03393$;Základní škola a Mateøská škola$;5492$;Tekuté mýdlo 250ml Sanytol dezinfekèní$;ks$;-8.00$;49.01$;21$;12$;12$;156.24
00098$;737798$;03393$;Základní škola a Mateøská škola$;2680$;Tekuté mýdlo 5l Isolda Antibakteriální$;kan$;-8.00$;274.50$;21$;0$;3$;246.27
00098$;737798$;03393$;Základní škola a Mateøská škola$;3482$;Textilní rukavice Polomáèené è.10 bílé$;pár$;-8.00$;10.97$;21$;240$;12$;44.28
00098$;737798$;03393$;Základní škola a Mateøská škola$;2205$;Toaletní papír Gigant 2vrs.280 Harm/7366$;rol$;-8.00$;49.11$;21$;6$;30$;387.30
00098$;737798$;03393$;Základní škola a Mateøská škola$;1607$;Univerzál Savo 5kg Vùnì kvìtin$;kan$;-8.00$;191.16$;21$;0$;5$;297.30
00098$;737798$;03393$;Základní škola a Mateøská škola$;0177$;WC èistiè Domestos 5l$;kan$;-8.00$;177.62$;21$;4$;1$;59.05
00098$;737798$;03393$;Základní škola a Mateøská škola$;1977$;WC èistiè Krystal 5l kyselý modrý$;kan$;-8.00$;132.19$;21$;0$;3$;102.81
00098$;737798$;03393$;Základní škola a Mateøská škola$;2090$;WC závìs Bref 4koule DeLuxe Magnol/Jasmí$;ks$;-8.00$;35.08$;21$;10$;10$;119.30
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;4803$;Aviváž Lenor 0,925l /31dávek Summer$;ks$;-8.00$;47.23$;21$;12$;4$;60.60
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;0625$;Drátìnka KOV velká 50g               /10$;ks$;-8.00$;8.22$;21$;240$;20$;43.00
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;2069$;Líh technický 1l$;ks$;-8.00$;65.88$;21$;8$;8$;160.96
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;2948$;Mýdlo FA Energising tmavì modrá 90g   /4$;ks$;-8.00$;10.69$;21$;24$;72$;236.88
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;0158$;Nádobí Jar 900ml Pome granate$;Ks$;-8.00$;39.36$;21$;12$;12$;137.76
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;4711$;Papírové ruèníky role 2vr Blue 26cm/800u$;rol$;-8.00$;198.24$;21$;2$;2$;103.02
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;2056$;Papírové ruèníky role 2vr PMidi9897/7371$;rol$;-8.00$;29.02$;21$;12$;12$;91.56
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;3607$;Papírové ruèníky ZZ 2vr 1193 celuloz 150$;ks$;-8.00$;20.08$;21$;20$;60$;319.80
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;0327$;Písek tekutý REAL 600g Klasik modrý$;ks$;-8.00$;26.16$;21$;18$;18$;127.08
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;2980$;Sáèky do koše 30l 50x60 /10mi zatah.ŽL15$;rol$;-8.00$;15.55$;21$;50$;50$;215.00
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;0532$;Savo  1,2l original obyè$;ks$;-8.00$;35.04$;21$;6$;6$;69.90
00100$;737798$;01042$;EFTEC /Czech Republic/ a.s.$;2801$;Savo Bezchlorová dezinfekce spray 700ml$;ks$;-8.00$;51.78$;21$;12$;12$;171.60
